id,name,english,german,gbif,class,order
14712,Ramphastos toco,Toco Toucan,Riesentukan,Ramphastos toco,Aves,Piciformes
14713,Ramphastos tucanus,White-throated Toucan,Weißbrusttukan,Ramphastos tucanus,Aves,Piciformes
14714,Ramphastos vitellinus,Channel-billed Toucan,Dotterkehltukan,Ramphastos vitellinus,Aves,Piciformes
14715,Ramphocaenus melanurus,Trilling Gnatwren,Schwarzschwanz-Degenschnäbler,Ramphocaenus melanurus,Aves,Passeriformes
14716,Ramphocaenus sticturus,Chattering Gnatwren,Schwatzdegenschnäbler,Ramphocaenus sticturus,Aves,Passeriformes
14717,Ramphocelus bresilia,Brazilian Tanager,Brasiltangare,Ramphocelus bresilia,Aves,Passeriformes
14719,Ramphocelus carbo,Silver-beaked Tanager,Purpurtangare,Ramphocelus carbo,Aves,Passeriformes
14720,Ramphocelus dimidiatus,Crimson-backed Tanager,Scharlachbauchtangare,Ramphocelus dimidiatus,Aves,Passeriformes
14721,Ramphocelus flammigerus,Flame-rumped Tanager,Feuerbürzeltangare,Ramphocelus flammigerus,Aves,Passeriformes
14722,Ramphocelus icteronotus,Lemon-rumped Tanager,Gelbrückentangare,Ramphocelus icteronotus,Aves,Passeriformes
14723,Ramphocelus melanogaster,Huallaga Tanager,Schwarzbauchtangare,Ramphocelus melanogaster,Aves,Passeriformes
14724,Ramphocelus nigrogularis,Masked Crimson Tanager,Maskentangare,Ramphocelus nigrogularis,Aves,Passeriformes
14725,Ramphocelus passerinii,Scarlet-rumped Tanager,Passerinitangare,Ramphocelus passerinii,Aves,Passeriformes
14726,Ramphocelus sanguinolentus,Crimson-collared Tanager,Flammentangare,Ramphocelus sanguinolentus,Aves,Passeriformes
14727,Ramphocinclus brachyurus,Martinique Thrasher,Weißbrust-Spottdrossel,Ramphocinclus brachyurus,Aves,Passeriformes
14728,Ramphocinclus sanctaeluciae,St. Lucia Thrasher,,,Aves,Passeriformes
14729,Ramphocoris clotbey,Thick-billed Lark,Knackerlerche,Ramphocoris clotbey,Aves,Passeriformes
14730,Ramphodon naevius,Saw-billed Hermit,Sägeschnabel-Schattenkolibri,Ramphodon naevius,Aves,Apodiformes
14731,Ramphomicron dorsale,Black-backed Thornbill,Schwarzrückenkolibri,Ramphomicron dorsale,Aves,Apodiformes
14732,Ramphomicron microrhynchum,Purple-backed Thornbill,Kurzschnabelkolibri,Ramphomicron microrhynchum,Aves,Apodiformes
14733,Ramphotrigon fuscicauda,Dusky-tailed Flatbill,Dunkelschwanz-Flachschnabeltyrann,Ramphotrigon fuscicauda,Aves,Passeriformes
14734,Ramphotrigon megacephalum,Large-headed Flatbill,Gelbbrauen-Flachschnabeltyrann,Ramphotrigon megacephalum,Aves,Passeriformes
14735,Ramphotrigon ruficauda,Rufous-tailed Flatbill,Rostschwanz-Flachschnabeltyrann,Ramphotrigon ruficauda,Aves,Passeriformes
14736,Ramsayornis fasciatus,Bar-breasted Honeyeater,Wellenbrust-Honigfresser,Ramsayornis fasciatus,Aves,Passeriformes
14737,Ramsayornis modestus,Brown-backed Honeyeater,Sumpfhonigfresser,Ramsayornis modestus,Aves,Passeriformes
14738,Rana amurensis,,,Rana amurensis,Amphibia,Anura
14739,Rana arvalis,,,Rana arvalis,Amphibia,Anura
14740,Rana aurora draytonii,California Red-legged Frog,,Rana draytonii,Amphibia,Anura
14742,Rana aurora,,,Rana aurora,Amphibia,Anura
14743,Rana boylii,,,Rana boylii,Amphibia,Anura
14744,Rana coreana,,,Rana coreana,Amphibia,Anura
14745,Rana dalmatina,,,Rana dalmatina,Amphibia,Anura
14746,Rana dybowskii,,,Rana dybowskii,Amphibia,Anura
14747,Rana huanrensis,,,Rana huanrenensis,Amphibia,Anura
14748,Rana italica,,,Rana italica,Amphibia,Anura
14749,Rana latastei,,,Rana latastei,Amphibia,Anura
14750,Rana luteiventris,,,Rana luteiventris,Amphibia,Anura
14751,Rana macrocnemis,,,Rana macrocnemis,Amphibia,Anura
14752,Rana pretiosa,Oregon Spotted Frog,,Rana pretiosa,Amphibia,Anura
14753,Rana tagoi,,,Rana tagoi,Amphibia,Anura
14754,Rana temporaria,,,Rana temporaria,Amphibia,Anura
14755,Rana uenoi,,,Rana uenoi,Amphibia,Anura
14756,Rana zhenhaiensis,,,Rana zhenhaiensis,Amphibia,Anura
14757,Rana,Rana,,,Amphibia,Anura
14758,Randia pseudozosterops,Rand's Warbler,Randmadagaskarsänger,Randia pseudozosterops,Aves,Passeriformes
14759,Rangifer tarandus,Caribou,,Rangifer tarandus,Mammalia,Artiodactyla
14760,Ranidae,True Frogs,,,Amphibia,Anura
14761,Ranitomeya imitator,Ranitomeya imitator,,Ranitomeya imitator,Amphibia,Anura
14762,Ranitomeya sirensis,Ranitomeya sirensis,,Ranitomeya sirensis,Amphibia,Anura
14763,Ranitomeya variabilis,,,Ranitomeya variabilis,Amphibia,Anura
14764,Ranitomeya ventrimaculata,Ranitomeya ventrimaculata,,Ranitomeya ventrimaculata,Amphibia,Anura
14765,Ranoidea alboguttata,Ranoidea alboguttata,,Ranoidea alboguttata,Amphibia,Anura
14766,Ranoidea aurea,,,Ranoidea aurea,Amphibia,Anura
14767,Ranoidea australis,,,Ranoidea australis,Amphibia,Anura
14768,Ranoidea barringtonensis,,,Ranoidea barringtonensis,Amphibia,Anura
14769,Ranoidea bella,,,Ranoidea bella,Amphibia,Anura
14770,Ranoidea booroolongensis,,,Ranoidea booroolongensis,Amphibia,Anura
14771,Ranoidea brevipes,Ranoidea brevipes,,Ranoidea brevipes,Amphibia,Anura
14772,Ranoidea caerulea,Australian Green Treefrog,,Ranoidea caerulea,Amphibia,Anura
14773,Ranoidea chloris,Ranoidea chloris,,Ranoidea chloris,Amphibia,Anura
14774,Ranoidea citropa,Ranoidea citropa,,Ranoidea citropa,Amphibia,Anura
14775,Ranoidea cryptotis,,,Ranoidea cryptotis,Amphibia,Anura
14776,Ranoidea cyclorhynchus,Ranoidea cyclorhynchus,,Ranoidea cyclorhynchus,Amphibia,Anura
14777,Ranoidea eucnemis,,,Ranoidea eucnemis,Amphibia,Anura
14778,Ranoidea genimaculata,Ranoidea genimaculata,,Ranoidea genimaculata,Amphibia,Anura
14779,Ranoidea gracilenta,Ranoidea gracilenta,,Ranoidea gracilenta,Amphibia,Anura
14780,Ranoidea jungguy,,,Ranoidea jungguy,Amphibia,Anura
14781,Ranoidea lesueurii,Ranoidea lesueurii,,Ranoidea lesueurii,Amphibia,Anura
14783,Ranoidea longipes,,,Ranoidea longipes,Amphibia,Anura
14784,Ranoidea maculosa,,,Ranoidea maculosa,Amphibia,Anura
14785,Ranoidea manya,,,Ranoidea manya,Amphibia,Anura
14786,Ranoidea moorei,,,Ranoidea moorei,Amphibia,Anura
14787,Ranoidea myola,,,Ranoidea myola,Amphibia,Anura
14788,Ranoidea nudidigita,,,Ranoidea nudidigita,Amphibia,Anura
14789,Ranoidea pearsoniana,,,Ranoidea pearsoniana,Amphibia,Anura
14790,Ranoidea phyllochroa,Ranoidea phyllochroa,,Ranoidea phyllochroa,Amphibia,Anura
14791,Ranoidea raniformis,Ranoidea raniformis,,Ranoidea raniformis,Amphibia,Anura
14792,Ranoidea rheocola,,,Ranoidea rheocola,Amphibia,Anura
14793,Ranoidea serrata,,,Ranoidea serrata,Amphibia,Anura
14794,Ranoidea splendida,,,Ranoidea splendida,Amphibia,Anura
14795,Ranoidea wilcoxii,,,Ranoidea wilcoxii,Amphibia,Anura
14796,Ranoidea xanthomera,,,Ranoidea xanthomera,Amphibia,Anura
14797,Raorchestes akroparallagi,,,Raorchestes akroparallagi,Amphibia,Anura
14798,Raorchestes anili,,,Raorchestes anili,Amphibia,Anura
14799,Raorchestes charius,,,Raorchestes charius,Amphibia,Anura
14800,Raorchestes kollimalai,,,Raorchestes charius,Amphibia,Anura
14801,Raorchestes ghatei,,,Raorchestes ghatei,Amphibia,Anura
14802,Raorchestes jayarami,,,Raorchestes jayarami,Amphibia,Anura
14803,Raorchestes luteolus,,,Raorchestes luteolus,Amphibia,Anura
14804,Raorchestes nerostagona,,,Raorchestes nerostagona,Amphibia,Anura
14805,Raorchestes parvulus,Raorchestes parvulus,,Raorchestes parvulus,Amphibia,Anura
14806,Raorchestes ponmudi,,,Raorchestes ponmudi,Amphibia,Anura
14807,Raorchestes shillongensis,,,Raorchestes shillongensis,Amphibia,Anura
14808,Raorchestes tinniens,,,Raorchestes tinniens,Amphibia,Anura
14809,Raorchestes tuberohumerus,,,Raorchestes tuberohumerus,Amphibia,Anura
14810,Rasahus hamatus,,,Rasahus hamatus,Insecta,Hemiptera
14811,Rattus norvegicus,,,Rattus norvegicus,Mammalia,Rodentia
14812,Ratufa affinis,pale giant squirrel,,Ratufa affinis,Mammalia,Rodentia
14813,Ratufa bicolor,black giant squirrel,,Ratufa bicolor,Mammalia,Rodentia
14814,Ratufa indica,Indian giant squirrel,,Ratufa indica,Mammalia,Rodentia
14815,Ratufa macroura,Sri Lankan giant squirrel,,Ratufa macroura,Mammalia,Rodentia
14816,Ratufa,Ratufa,,,Mammalia,Rodentia
14817,Rauenia bonariensis,Blue-and-yellow Tanager,Schwarzstirntangare,Rauenia bonariensis,Aves,Passeriformes
14818,Recurvirostra americana,American Avocet,Braunhals-Säbelschnäbler,Recurvirostra americana,Aves,Charadriiformes
14819,Recurvirostra andina,Andean Avocet,Andensäbelschnäbler,Recurvirostra andina,Aves,Charadriiformes
14820,Recurvirostra avosetta,Pied Avocet,Säbelschnäbler,Recurvirostra avosetta,Aves,Charadriiformes
14821,Recurvirostra novaehollandiae,Red-necked Avocet,Rotkopf-Säbelschnäbler,Recurvirostra novaehollandiae,Aves,Charadriiformes
14822,Redunca arundinum,,,Redunca arundinum,Mammalia,Artiodactyla
14823,Redunca fulvorufula,,,Redunca fulvorufula,Mammalia,Artiodactyla
14824,Redunca redunca,Common Reedbuck,,Redunca redunca,Mammalia,Artiodactyla
14825,Regulus goodfellowi,Flamecrest,Taiwangoldhähnchen,Regulus goodfellowi,Aves,Passeriformes
14826,Regulus ignicapilla,Common Firecrest,Sommergoldhähnchen,Regulus ignicapilla,Aves,Passeriformes
14827,Regulus madeirensis,Madeira Firecrest,Madeiragoldhähnchen,Regulus madeirensis,Aves,Passeriformes
14828,Regulus regulus,Goldcrest,Wintergoldhähnchen,Regulus regulus,Aves,Passeriformes
14829,Regulus satrapa,Golden-crowned Kinglet,Indianergoldhähnchen,Regulus satrapa,Aves,Passeriformes
14830,Reinwardtoena browni,Pied Cuckoo-Dove,Bismarcktaube,Reinwardtoena browni,Aves,Columbiformes
14831,Reinwardtoena crassirostris,Crested Cuckoo-Dove,Helmtaube,Reinwardtoena crassirostris,Aves,Columbiformes
14832,Reinwardtoena reinwardti,Great Cuckoo-Dove,Reinwardttaube,Reinwardtoena reinwardti,Aves,Columbiformes
14833,Reithrodontomys gracilis,slender harvest mouse,,Reithrodontomys gracilis,Mammalia,Rodentia
14834,Remiz consobrinus,Chinese Penduline Tit,Chinabeutelmeise,Remiz consobrinus,Aves,Passeriformes
14835,Remiz coronatus,White-crowned Penduline Tit,Kronenbeutelmeise,Remiz coronatus,Aves,Passeriformes
14836,Remiz macronyx,Black-headed Penduline Tit,Schwarzkopf-Beutelmeise,Remiz macronyx,Aves,Passeriformes
14837,Remiz pendulinus,Eurasian Penduline Tit,Beutelmeise,Remiz pendulinus,Aves,Passeriformes
14838,Rentapia hosii,Rentapia hosii,,Rentapia hosii,Amphibia,Anura
14839,Requena baraya,,,Requena baraya,Insecta,Orthoptera
14840,Requena kurarda,,,Requena kurarda,Insecta,Orthoptera
14841,Retrachydes thoracicus,,,Retrachydes thoracicus,Insecta,Coleoptera
14842,Reynoutria japonica,,,,,
14843,Rhabdornis grandis,Grand Rhabdornis,Langschnabel-Kleiberstar,Rhabdornis grandis,Aves,Passeriformes
14844,Rhabdornis inornatus,Stripe-breasted Rhabdornis,Streifenbrust-Kleiberstar,Rhabdornis inornatus,Aves,Passeriformes
14845,Rhabdornis mystacalis,Stripe-headed Rhabdornis,Streifenkopf-Kleiberstar,Rhabdornis mystacalis,Aves,Passeriformes
14846,Rhabdornis rabori,Visayan Rhabdornis,Graukopf-Kleiberstar,Rhabdornis rabori,Aves,Passeriformes
14847,Rhabdotorrhinus exarhatus,Sulawesi Hornbill,Gelbmasken-Hornvogel,Rhabdotorrhinus exarhatus,Aves,Bucerotiformes
14848,Rhabdotorrhinus leucocephalus,Writhed Hornbill,Mindanaohornvogel,Rhabdotorrhinus leucocephalus,Aves,Bucerotiformes
14849,Rhabdotorrhinus waldeni,Walden's Hornbill,Waldenhornvogel,Rhabdotorrhinus waldeni,Aves,Bucerotiformes
14850,Rhacochilus vacca,Dusky sea-perch,,Rhacochilus vacca,,Perciformes
14851,Rhacocleis annulata,,,Rhacocleis annulata,Insecta,Orthoptera
14852,Rhacocleis baccettii,,,Rhacocleis baccettii,Insecta,Orthoptera
14853,Rhacocleis bonfilsi,,,Rhacocleis bonfilsi,Insecta,Orthoptera
14854,Rhacocleis buchichii,,,Rhacocleis buchichii,Insecta,Orthoptera
14855,Rhacocleis corsicana,,,Rhacocleis corsicana,Insecta,Orthoptera
14856,Rhacocleis crypta,,,Rhacocleis crypta,Insecta,Orthoptera
14857,Rhacocleis derrai,,,Rhacocleis derrai,Insecta,Orthoptera
14858,Rhacocleis distinguenda,,,Rhacocleis distinguenda,Insecta,Orthoptera
14859,Rhacocleis edentata,,,Rhacocleis edentata,Insecta,Orthoptera
14860,Rhacocleis ferdinandi,,,Rhacocleis ferdinandi,Insecta,Orthoptera
14861,Rhacocleis germanica,,,Rhacocleis germanica,Insecta,Orthoptera
14862,Rhacocleis graeca,,,Rhacocleis graeca,Insecta,Orthoptera
14863,Rhacocleis insularis,,,Rhacocleis insularis,Insecta,Orthoptera
14864,Rhacocleis lithoscirtetes,,,Rhacocleis lithoscirtetes,Insecta,Orthoptera
14865,Rhacocleis maculipedes,,,Rhacocleis maculipedes,Insecta,Orthoptera
14866,Rhacocleis neglecta,,,Rhacocleis neglecta,Insecta,Orthoptera
14867,Rhacocleis poneli,,,Rhacocleis poneli,Insecta,Orthoptera
14868,Rhacocleis silvestrii,,,Rhacocleis silvestrii,Insecta,Orthoptera
14869,Rhacocleis thyrrhenica,,,Rhacocleis thyrrhenica,Insecta,Orthoptera
14870,Rhacocleis werneri,,,Rhacocleis werneri,Insecta,Orthoptera
14871,Rhacophorus baluensis,,,Rhacophorus baluensis,Amphibia,Anura
14872,Rhacophorus borneensis,,,Rhacophorus borneensis,Amphibia,Anura
14873,Rhacophorus margaritifer,,,Rhacophorus margaritifer,Amphibia,Anura
14874,Rhacophorus moltrechti,Rhacophorus moltrechti,,Zhangixalus moltrechti,Amphibia,Anura
14876,Rhacophorus nigropalmatus,Rhacophorus nigropalmatus,,Rhacophorus nigropalmatus,Amphibia,Anura
14877,Rhacophorus reinwardtii,,,Rhacophorus reinwardtii,Amphibia,Anura
14878,Rhacophorus rhodopus,,,Rhacophorus rhodopus,Amphibia,Anura
14879,Rhacophorus taipeianus,Rhacophorus taipeianus,,Zhangixalus taipeianus,Amphibia,Anura
14881,Rhacophorus,Rhacophorus,,,,
14882,Rhaebo guttatus,Rhaebo guttatus,,Rhaebo guttatus,Amphibia,Anura
14883,Rhaebo haematiticus,Rhaebo haematiticus,,Rhaebo haematiticus,Amphibia,Anura
14884,Rhagologus leucostigma,Mottled Berryhunter,Beerenjäger,Rhagologus leucostigma,Aves,Passeriformes
14885,Rhammatocerus cyanipes,,,Rhammatocerus cyanipes,Insecta,Orthoptera
14886,Rhamphocharis piperata,Spotted Berrypecker,Fleckenbeerenpicker,Rhamphocharis crassirostris,Aves,Passeriformes
14887,Rhamphococcyx calyorhynchus,Yellow-billed Malkoha,Buntschnabelkuckuck,Zanclostomus calyorhynchus,Aves,Cuculiformes
14888,Rhaphidura leucopygialis,Silver-rumped Spinetail,Silberbürzelsegler,Rhaphidura leucopygialis,Aves,Apodiformes
14889,Rhaphidura sabini,Sabine's Spinetail,Sumpfsegler,Rhaphidura sabini,Aves,Apodiformes
14890,Rhaponticum repens,,,,,
14891,Rhea americana,Greater Rhea,Nandu,Rhea americana,Aves,Rheiformes
14892,Rhea pennata,Lesser Rhea,Darwinnandu,Rhea pennata,Aves,Rheiformes
14893,Rhegmatorhina berlepschi,Harlequin Antbird,Rostbrust-Ameisenvogel,Rhegmatorhina berlepschi,Aves,Passeriformes
14894,Rhegmatorhina cristata,Chestnut-crested Antbird,Rostbauch-Ameisenvogel,Rhegmatorhina cristata,Aves,Passeriformes
14895,Rhegmatorhina gymnops,Bare-eyed Antbird,Schwarzkopf-Ameisenvogel,Rhegmatorhina gymnops,Aves,Passeriformes
14896,Rhegmatorhina hoffmannsi,White-breasted Antbird,Weißbrust-Ameisenvogel,Rhegmatorhina hoffmannsi,Aves,Passeriformes
14897,Rhegmatorhina melanosticta,Hairy-crested Antbird,Grauschopf-Ameisenvogel,Rhegmatorhina melanosticta,Aves,Passeriformes
14898,Rheinardia nigrescens,Malayan Crested Argus,Malaienfasan,Rheinardia nigrescens,Aves,Galliformes
14899,Rheinardia ocellata,Vietnamese Crested Argus,Perlenfasan,Rheinardia ocellata,Aves,Galliformes
14900,Rheobates palmatus,,,Rheobates palmatus,Amphibia,Anura
14901,Rheobates pseudopalmatus,,,Rheobates pseudopalmatus,Amphibia,Anura
14902,Rheohyla miotympanum,Rheohyla miotympanum,,Rheohyla miotympanum,Amphibia,Anura
14903,Rhetus arcius,,,Rhetus arcius,Insecta,Lepidoptera
14904,Rhinanthus minor,,,,,
14905,Rhinella alata,,,Rhinella alata,Amphibia,Anura
14906,Rhinella arenarum,,,Rhinella arenarum,Amphibia,Anura
14907,Rhinella atacamensis,,,Rhinella atacamensis,Amphibia,Anura
14908,Rhinella beebei,,,Rhinella beebei,Amphibia,Anura
14909,Rhinella bella,,,,Amphibia,Anura
14910,Rhinella bergi,Rhinella bergi,,Rhinella bergi,Amphibia,Anura
14911,Rhinella castaneotica,,,Rhinella castaneotica,Amphibia,Anura
14912,Rhinella centralis,,,Rhinella centralis,Amphibia,Anura
14913,Rhinella ceratophrys,Rhinella ceratophrys,,Rhinella ceratophrys,Amphibia,Anura
14914,Rhinella crucifer,Rhinella crucifer,,Rhinella crucifer,Amphibia,Anura
14915,Rhinella dapsilis,Rhinella dapsilis,,Rhinella dapsilis,Amphibia,Anura
14916,Rhinella schneideri,Rhinella schneideri,,Rhinella diptycha,Amphibia,Anura
14918,Rhinella dorbignyi,,,Rhinella dorbignyi,Amphibia,Anura
14919,Rhinella fernandezae,Rhinella fernandezae,,Rhinella fernandezae,Amphibia,Anura
14920,Rhinella granulosa,Rhinella granulosa,,Rhinella granulosa,Amphibia,Anura
14921,Rhinella horribilis,,,Rhinella horribilis,Amphibia,Anura
14922,Rhinella humboldti,,,Rhinella humboldti,Amphibia,Anura
14923,Rhinella icterica,Rhinella icterica,,Rhinella icterica,Amphibia,Anura
14924,Rhinella lescurei,,,Rhinella lescurei,Amphibia,Anura
14925,Rhinella limensis,,,Rhinella limensis,Amphibia,Anura
14926,Rhinella major,Rhinella major,,Rhinella major,Amphibia,Anura
14927,Rhinella margaritifera,Rhinella margaritifera,,Rhinella margaritifera,Amphibia,Anura
14928,Rhinella marina,Cane Toad,,Rhinella marina,Amphibia,Anura
14929,Rhinella ornata,,,Rhinella ornata,Amphibia,Anura
14930,Rhinella poeppigii,Rhinella poeppigii,,Rhinella poeppigii,Amphibia,Anura
14931,Rhinella proboscidea,,,Rhinella proboscidea,Amphibia,Anura
14932,Rhinella spinulosa,,,Rhinella spinulosa,Amphibia,Anura
14933,Rhinella,Rhinella,,,Amphibia,Anura
14934,Rhinoceros unicornis,great Indian rhinoceros,,Rhinoceros unicornis,Mammalia,Perissodactyla
14935,Rhinocrypta lanceolata,Crested Gallito,Schopftapaculo,Rhinocrypta lanceolata,Aves,Passeriformes
14936,Rhinoderma darwinii,,,Rhinoderma darwinii,Amphibia,Anura
14937,Rhinolophus acuminatus,,,Rhinolophus acuminatus,Mammalia,Chiroptera
14938,Rhinolophus alcyone,,,Rhinolophus alcyone,Mammalia,Chiroptera
14939,Rhinolophus borneensis,,,Rhinolophus borneensis,Mammalia,Chiroptera
14940,Rhinolophus clivosus,,,Rhinolophus clivosus,Mammalia,Chiroptera
14941,Rhinolophus euryale,,,Rhinolophus euryale,Mammalia,Chiroptera
14942,Rhinolophus ferrumequinum,,,Rhinolophus ferrumequinum,Mammalia,Chiroptera
14943,Rhinolophus formosae,,,Rhinolophus formosae,Mammalia,Chiroptera
14944,Rhinolophus hipposideros,,,Rhinolophus hipposideros,Mammalia,Chiroptera
14945,Rhinolophus landeri,,,Rhinolophus landeri,Mammalia,Chiroptera
14946,Rhinolophus megaphyllus,,,Rhinolophus megaphyllus,Mammalia,Chiroptera
14947,Rhinolophus monoceros,,,Rhinolophus monoceros,Mammalia,Chiroptera
14948,Rhinolophus pumilus,,,Rhinolophus pumilus,Mammalia,Chiroptera
14949,Rhinolophus sinicus,,,Rhinolophus sinicus,Mammalia,Chiroptera
14950,Vauriella albigularis,White-throated Jungle Flycatcher,Negrosdschungelschnäpper,Rhinomyias albigularis,Aves,Passeriformes
14951,Vauriella goodfellowi,Slaty-backed Jungle Flycatcher,Graurücken-Dschungelschnäpper,Rhinomyias goodfellowi,Aves,Passeriformes
14952,Vauriella gularis,Eyebrowed Jungle Flycatcher,Weißbrauen-Dschungelschnäpper,Rhinomyias gularis,Aves,Passeriformes
14953,Vauriella insignis,White-browed Jungle Flycatcher,Rotflanken-Dschungelschnäpper,Rhinomyias insignis,Aves,Passeriformes
14954,Rhinophrynus dorsalis,Mexican Burrowing Toad,,Rhinophrynus dorsalis,Amphibia,Anura
14955,Rhinophrynus,Rhinophrynus,,,Amphibia,Anura
14956,Rhinopoma cystops,,,Rhinopoma cystops,Mammalia,Chiroptera
14957,Rhinopomastus aterrimus,Black Scimitarbill,Violettsichelhopf,Rhinopomastus aterrimus,Aves,Bucerotiformes
14958,Rhinopomastus cyanomelas,Common Scimitarbill,Glanzsichelhopf,Rhinopomastus cyanomelas,Aves,Bucerotiformes
14959,Rhinopomastus minor,Abyssinian Scimitarbill,Goldschnabel-Sichelhopf,Rhinopomastus minor,Aves,Bucerotiformes
14960,Rhinoptera bonasus,Cow-nosed ray,,Rhinoptera bonasus,Elasmobranchii,Myliobatiformes
14961,Rhinoptilus africanus,Double-banded Courser,Doppelband-Rennvogel,Rhinoptilus africanus,Aves,Charadriiformes
14963,Rhinoptilus bitorquatus,Jerdon's Courser,Godavarirennvogel,Rhinoptilus bitorquatus,Aves,Charadriiformes
14964,Rhinoptilus chalcopterus,Bronze-winged Courser,Amethystrennvogel,Rhinoptilus chalcopterus,Aves,Charadriiformes
14965,Rhinoptilus cinctus,Three-banded Courser,Bindenrennvogel,Rhinoptilus cinctus,Aves,Charadriiformes
14966,Rhinortha chlorophaea,Raffles's Malkoha,Raffleskuckuck,Rhinortha chlorophaea,Aves,Cuculiformes
14967,Rhipidura albicollis,White-throated Fantail,Weißkehl-Fächerschwanz,Rhipidura albicollis,Aves,Passeriformes
14968,Rhipidura albiscapa,Grey Fantail,Graufächerschwanz,Rhipidura albiscapa,Aves,Passeriformes
14969,Rhipidura albiventris,Visayan Fantail,Weißbauch-Fächerschwanz,Rhipidura albiventris,Aves,Passeriformes
14970,Rhipidura albogularis,White-spotted Fantail,Indienfächerschwanz,Rhipidura albogularis,Aves,Passeriformes
14971,Rhipidura albolimbata,Friendly Fantail,Hochland-Fächerschwanz,Rhipidura albolimbata,Aves,Passeriformes
14972,Rhipidura atra,Black Fantail,Rabenfächerschwanz,Rhipidura atra,Aves,Passeriformes
14973,Rhipidura aureola,White-browed Fantail,Weißstirn-Fächerschwanz,Rhipidura aureola,Aves,Passeriformes
14974,Rhipidura brachyrhyncha,Dimorphic Fantail,Gebirgsfächerschwanz,Rhipidura brachyrhyncha,Aves,Passeriformes
14975,Rhipidura cockerelli,White-winged Fantail,Salomonenfächerschwanz,Rhipidura cockerelli,Aves,Passeriformes
14976,Rhipidura coultasi,White-gorgeted Fantail,,Rhipidura coultasi,Aves,Passeriformes
14977,Rhipidura cyaniceps,Blue-headed Fantail,Graukopf-Fächerschwanz,Rhipidura cyaniceps,Aves,Passeriformes
14978,Rhipidura dahli,Bismarck Fantail,Graukehl-Fächerschwanz,Rhipidura dahli,Aves,Passeriformes
14979,Rhipidura dedemi,Streak-breasted Fantail,Seramfächerschwanz,Rhipidura dedemi,Aves,Passeriformes
14980,Rhipidura diluta,Brown-capped Fantail,Sundafächerschwanz,Rhipidura diluta,Aves,Passeriformes
14981,Rhipidura drownei,Bougainville Fantail,Bougainville-Fächerschwanz,Rhipidura drownei,Aves,Passeriformes
14982,Rhipidura dryas,Arafura Fantail,Arafurafächerschwanz,Rhipidura dryas,Aves,Passeriformes
14983,Rhipidura euryura,White-bellied Fantail,Kurzfuß-Fächerschwanz,Rhipidura euryura,Aves,Passeriformes
14984,Rhipidura fuliginosa,New Zealand Fantail,Neuseeland-Fächerschwanz,Rhipidura fuliginosa,Aves,Passeriformes
14985,Rhipidura fuscorufa,Cinnamon-tailed Fantail,Zimtbauch-Fächerschwanz,Rhipidura fuscorufa,Aves,Passeriformes
14986,Rhipidura habibiei,Peleng Fantail,Pelengfächerschwanz,Rhipidura habibiei,Aves,Passeriformes
14987,Rhipidura hyperythra,Chestnut-bellied Fantail,Braunbauch-Fächerschwanz,Rhipidura hyperythra,Aves,Passeriformes
14988,Rhipidura javanica,Malaysian Pied Fantail,Malaienfächerschwanz,Rhipidura javanica,Aves,Passeriformes
14989,Rhipidura kordensis,Biak Fantail,Biakfächerschwanz,Rhipidura kordensis,Aves,Passeriformes
14990,Rhipidura kubaryi,Pohnpei Fantail,Pohnpeifächerschwanz,Rhipidura kubaryi,Aves,Passeriformes
14991,Rhipidura layardi,Fiji Streaked Fantail,,Rhipidura layardi,Aves,Passeriformes
14992,Rhipidura lepida,Palau Fantail,Palaufächerschwanz,Rhipidura lepida,Aves,Passeriformes
14993,Rhipidura leucophrys,Willie Wagtail,Gartenfächerschwanz,Rhipidura leucophrys,Aves,Passeriformes
14994,Rhipidura leucothorax,White-bellied Thicket Fantail,Dickichtfächerschwanz,Rhipidura leucothorax,Aves,Passeriformes
14995,Rhipidura maculipectus,Black Thicket Fantail,Sumpffächerschwanz,Rhipidura maculipectus,Aves,Passeriformes
14996,Rhipidura matthiae,Mussau Fantail,Schwarzbrust-Fächerschwanz,Rhipidura matthiae,Aves,Passeriformes
14997,Rhipidura nebulosa,Samoan Fantail,Samoafächerschwanz,Rhipidura nebulosa,Aves,Passeriformes
14998,Rhipidura nigritorquis,Philippine Pied Fantail,Philippinenfächerschwanz,Rhipidura nigritorquis,Aves,Passeriformes
14999,Rhipidura nigrocinnamomea,Black-and-cinnamon Fantail,Mindanaofächerschwanz,Rhipidura nigrocinnamomea,Aves,Passeriformes
15000,Rhipidura opistherythra,Long-tailed Fantail,Tanimbarfächerschwanz,Rhipidura opistherythra,Aves,Passeriformes
15001,Rhipidura perlata,Spotted Fantail,Perlbrust-Fächerschwanz,Rhipidura perlata,Aves,Passeriformes
15002,Rhipidura personata,Kadavu Fantail,Kadavufächerschwanz,Rhipidura personata,Aves,Passeriformes
15003,Rhipidura phasiana,Mangrove Fantail,Mangrovefächerschwanz,Rhipidura phasiana,Aves,Passeriformes
15004,Rhipidura phoenicura,Rufous-tailed Fantail,Rotbürzel-Fächerschwanz,Rhipidura phoenicura,Aves,Passeriformes
15005,Rhipidura rennelliana,Rennell Fantail,Rennellfächerschwanz,Rhipidura rennelliana,Aves,Passeriformes
